Donate ID,Donate Date,Gender,Deposit Amount,Preferred Color of Device,Ice Cream Products Consumed Per Week,Favorite Flavor Of Ice Cream,Donated To Kick Starter Before,Household Income,Do you own a Keurig,How many desserts do you eat a week,Purchased
7293,7/7/2019,male,297,red,0,specialty,yes,>100K,yes,1,1
7294,7/7/2019,male,239,blue,5,chocolate,yes,Not Reported,yes,7,1
7295,7/7/2019,male,344,blue,4,no preference,yes,>100K,yes,4,1
7296,7/7/2019,female,255,blue,5,no preference,yes,<100K,no,6,1
7297,7/7/2019,male,248,white,0,chocolate,yes,Not Reported,yes,7,1
7298,7/7/2019,male,264,silver,3,chocolate,yes,Not Reported,yes,6,1
7299,7/7/2019,male,290,black,10,chocolate,yes,>100K,yes,10,1
7300,7/7/2019,male,158,silver,6,chocolate,yes,Not Reported,yes,7,1
7301,7/7/2019,male,199,white,0,specialty,yes,>100K,yes,3,1
7302,7/7/2019,male,127,red,0,chocolate,yes,Not Reported,yes,4,1
7303,7/7/2019,female,162,black,5,chocolate,yes,<100K,yes,5,1
7304,7/7/2019,male,193,white,5,chocolate,yes,>100K,yes,5,1
7305,7/7/2019,male,108,no preference,2,no preference,yes,Not Reported,no,7,0
7306,7/7/2019,female,253,red,0,no preference,yes,<100K,yes,8,1
7307,7/7/2019,male,112,silver,9,chocolate,yes,Not Reported,no,9,1
7308,7/7/2019,female,328,red,5,swirl,yes,<100K,yes,7,1
7309,7/7/2019,female,320,silver,0,chocolate,yes,<100K,yes,5,1
7310,7/7/2019,male,250,silver,3,chocolate,yes,>100K,yes,3,1
7311,7/7/2019,male,196,no preference,0,vanilla,yes,>100K,yes,2,0
7312,7/7/2019,male,347,white,6,no preference,yes,Not Reported,yes,8,1
7313,7/7/2019,male,243,black,8,chocolate,yes,>100K,yes,8,1
7314,7/7/2019,female,145,red,8,swirl,yes,<100K,yes,8,1
7315,7/7/2019,male,331,silver,1,specialty,yes,Not Reported,yes,7,1
7316,7/7/2019,female,205,no preference,10,specialty,yes,<100K,no,10,0
7317,7/7/2019,male,218,silver,9,chocolate,yes,>100K,yes,9,1
7318,7/7/2019,male,381,red,6,specialty,yes,Not Reported,yes,6,1
7319,7/7/2019,male,349,no preference,0,swirl,yes,>100K,yes,2,1
7320,7/7/2019,male,185,white,7,swirl,yes,Not Reported,no,7,0
7321,7/7/2019,male,306,silver,8,specialty,yes,>100K,yes,8,1
7322,7/7/2019,male,299,no preference,3,no preference,yes,>100K,yes,3,1
7323,7/7/2019,male,220,black,4,specialty,yes,>100K,yes,4,1
7324,7/7/2019,male,209,white,0,specialty,yes,Not Reported,no,5,1
7325,7/7/2019,male,389,silver,10,chocolate,yes,>100K,yes,10,1
7326,7/7/2019,female,342,black,10,chocolate,yes,<100K,yes,10,1
7327,7/7/2019,female,194,white,5,no preference,yes,<100K,yes,5,0
7328,7/7/2019,female,400,silver,10,vanilla,yes,<100K,yes,10,1
7329,7/7/2019,male,392,silver,7,vanilla,yes,Not Reported,no,7,1
7330,7/7/2019,male,297,silver,5,swirl,yes,>100K,yes,5,1
7331,7/7/2019,male,346,blue,1,vanilla,yes,>100K,yes,2,1
7332,7/7/2019,male,342,silver,4,vanilla,yes,Not Reported,yes,8,1
7333,7/7/2019,male,358,black,2,no preference,yes,>100K,yes,2,1
7334,7/7/2019,female,182,blue,1,chocolate,yes,<100K,yes,7,1
7335,7/7/2019,male,229,black,10,chocolate,yes,>100K,yes,10,1
7336,7/7/2019,female,135,blue,10,specialty,yes,<100K,yes,10,1
7337,7/7/2019,female,180,red,6,specialty,yes,<100K,yes,7,1
7338,7/7/2019,male,200,no preference,0,vanilla,yes,Not Reported,no,8,0
7339,7/7/2019,female,394,silver,1,specialty,yes,<100K,no,4,1
7340,7/7/2019,male,109,no preference,4,chocolate,yes,Not Reported,yes,8,0
7341,7/7/2019,male,168,white,1,vanilla,yes,Not Reported,no,5,1
7342,7/7/2019,male,183,white,10,chocolate,yes,Not Reported,yes,10,1
7343,7/7/2019,male,169,silver,10,specialty,yes,Not Reported,yes,10,1
7344,7/7/2019,male,194,no preference,5,vanilla,yes,>100K,yes,5,0
7345,7/7/2019,female,312,red,7,swirl,yes,<100K,yes,7,1
7346,7/7/2019,female,136,white,4,specialty,yes,<100K,yes,5,0
7347,7/7/2019,male,104,blue,5,vanilla,yes,Not Reported,yes,8,1
7348,7/7/2019,female,242,no preference,7,swirl,yes,<100K,yes,7,0
7349,7/7/2019,male,398,silver,1,no preference,yes,Not Reported,yes,6,1
7350,7/7/2019,female,145,no preference,8,chocolate,yes,<100K,yes,8,0
7351,7/7/2019,female,318,black,8,swirl,yes,<100K,yes,8,1
7352,7/7/2019,male,223,no preference,2,swirl,yes,Not Reported,yes,5,0
7353,7/7/2019,female,234,no preference,0,no preference,yes,<100K,yes,5,0
7354,7/7/2019,female,311,no preference,10,chocolate,yes,<100K,yes,10,0
7355,7/7/2019,male,323,red,5,specialty,yes,Not Reported,yes,8,1
7356,7/7/2019,female,399,no preference,9,vanilla,yes,<100K,yes,9,0
7357,7/7/2019,male,242,silver,10,swirl,yes,>100K,yes,10,1
7358,7/7/2019,male,359,white,6,no preference,yes,Not Reported,yes,6,1
7359,7/7/2019,female,137,no preference,3,no preference,yes,<100K,yes,3,0
7360,7/7/2019,male,134,red,6,no preference,yes,Not Reported,no,7,0
7361,7/7/2019,female,204,silver,7,chocolate,yes,<100K,no,7,1
7362,7/7/2019,female,204,white,2,no preference,yes,<100K,yes,5,1
7363,7/7/2019,male,232,blue,8,chocolate,yes,Not Reported,yes,8,1
7364,7/7/2019,male,306,white,3,chocolate,yes,Not Reported,yes,4,1
7365,7/7/2019,male,386,red,9,specialty,yes,>100K,yes,9,1
7366,7/7/2019,male,388,no preference,4,no preference,yes,>100K,yes,4,1
7367,7/7/2019,male,186,silver,1,chocolate,yes,Not Reported,yes,4,1
7368,7/7/2019,female,177,black,4,vanilla,yes,<100K,yes,4,0
7369,7/7/2019,male,278,no preference,7,vanilla,yes,>100K,yes,7,1
7370,7/7/2019,male,399,no preference,8,no preference,yes,Not Reported,yes,8,0
7371,7/7/2019,male,390,white,2,no preference,yes,Not Reported,yes,4,1
7372,7/7/2019,female,166,white,4,vanilla,yes,<100K,no,4,1
7373,7/7/2019,female,218,blue,2,vanilla,yes,<100K,yes,5,1
7374,7/7/2019,female,246,white,2,chocolate,yes,<100K,no,4,1
7375,7/7/2019,male,264,red,10,chocolate,yes,Not Reported,no,10,1
7376,7/7/2019,male,268,blue,1,swirl,yes,>100K,yes,3,1
7377,7/7/2019,male,247,no preference,0,vanilla,yes,Not Reported,yes,8,0
7378,7/7/2019,female,133,blue,5,swirl,yes,<100K,yes,5,0
7379,7/7/2019,female,159,blue,10,specialty,yes,<100K,yes,10,1
7380,7/7/2019,male,123,white,7,no preference,yes,>100K,yes,7,0
7381,7/7/2019,male,366,silver,1,specialty,yes,>100K,yes,3,1
7382,7/7/2019,female,198,red,4,specialty,yes,<100K,no,4,0
7383,7/7/2019,male,277,silver,10,vanilla,yes,>100K,yes,10,1
7384,7/7/2019,female,331,blue,8,no preference,yes,<100K,yes,8,1
7385,7/7/2019,male,321,blue,0,vanilla,yes,>100K,yes,2,1
7386,7/7/2019,female,288,white,9,chocolate,yes,<100K,yes,9,1
7387,7/7/2019,female,270,red,0,swirl,yes,<100K,yes,7,1
7388,7/7/2019,female,378,no preference,8,vanilla,yes,<100K,yes,8,0
7389,7/7/2019,male,321,blue,10,specialty,yes,Not Reported,yes,10,1
7390,7/7/2019,male,255,no preference,5,specialty,yes,>100K,yes,5,1
7391,7/7/2019,male,287,no preference,6,specialty,yes,Not Reported,yes,6,0
7392,7/7/2019,female,323,silver,4,specialty,yes,<100K,yes,4,1
7393,7/7/2019,male,153,no preference,5,specialty,yes,Not Reported,yes,5,0
7394,7/7/2019,male,227,no preference,4,no preference,yes,Not Reported,yes,4,0
7395,7/7/2019,female,238,silver,9,vanilla,yes,<100K,yes,9,1
7396,7/7/2019,male,340,black,3,specialty,yes,>100K,yes,3,1
7397,7/7/2019,female,183,blue,0,swirl,yes,<100K,yes,6,0
7398,7/7/2019,male,205,no preference,9,chocolate,yes,Not Reported,no,9,0
7399,7/7/2019,female,349,black,6,swirl,yes,<100K,yes,8,1
7400,7/7/2019,male,287,red,0,chocolate,yes,Not Reported,yes,7,1
7401,7/7/2019,male,354,blue,0,chocolate,yes,Not Reported,yes,8,1
7402,7/7/2019,female,257,black,1,no preference,yes,<100K,yes,7,1
7403,7/7/2019,male,330,black,1,no preference,yes,Not Reported,yes,6,1
7404,7/7/2019,female,319,no preference,1,no preference,yes,<100K,no,8,0
7405,7/7/2019,male,150,no preference,1,vanilla,yes,Not Reported,yes,5,0
7406,7/7/2019,female,383,white,0,swirl,yes,<100K,yes,8,1
7407,7/7/2019,female,195,blue,2,chocolate,yes,<100K,no,7,1
7408,7/7/2019,female,141,no preference,0,chocolate,yes,<100K,yes,0,0
7409,7/7/2019,male,212,black,0,chocolate,yes,>100K,yes,0,1
7410,7/7/2019,female,222,no preference,10,specialty,yes,<100K,yes,10,0
7411,7/7/2019,male,148,black,6,swirl,yes,Not Reported,yes,6,1
7412,7/7/2019,female,140,red,5,swirl,yes,<100K,yes,6,1
7413,7/7/2019,male,235,white,9,specialty,yes,Not Reported,no,9,1
7414,7/7/2019,male,343,white,10,specialty,yes,Not Reported,no,10,1
7415,7/7/2019,male,189,no preference,7,vanilla,yes,>100K,yes,7,1
7416,7/7/2019,male,129,black,10,chocolate,yes,Not Reported,yes,10,1
7417,7/7/2019,male,284,blue,7,chocolate,yes,Not Reported,no,7,1
7418,7/7/2019,male,352,red,8,swirl,yes,Not Reported,no,8,1
7419,7/7/2019,male,399,white,6,chocolate,yes,Not Reported,yes,6,1
7420,7/7/2019,female,133,red,3,swirl,yes,<100K,no,8,1
7421,7/7/2019,male,153,blue,9,specialty,yes,Not Reported,yes,9,1
7422,7/7/2019,female,319,red,6,no preference,yes,<100K,no,8,1
7423,7/7/2019,male,354,red,1,chocolate,yes,>100K,yes,1,1
7424,7/7/2019,male,219,white,10,chocolate,yes,Not Reported,yes,10,1
7425,7/7/2019,male,360,black,1,swirl,yes,Not Reported,no,7,1
7426,7/7/2019,female,149,no preference,6,specialty,yes,<100K,yes,6,0
7427,7/7/2019,female,296,red,7,vanilla,yes,<100K,yes,8,1
7428,7/7/2019,male,110,silver,9,no preference,yes,Not Reported,no,9,1
7429,7/7/2019,female,104,white,0,no preference,yes,<100K,yes,6,0
7430,7/7/2019,male,203,black,4,chocolate,yes,Not Reported,yes,7,1
7431,7/7/2019,male,260,black,5,specialty,yes,Not Reported,no,6,1
7432,7/7/2019,female,106,blue,6,vanilla,yes,<100K,yes,6,1
7433,7/7/2019,male,303,black,6,no preference,yes,>100K,yes,6,1
7434,7/7/2019,female,285,blue,10,vanilla,yes,<100K,yes,10,1
7435,7/7/2019,male,396,white,8,no preference,yes,>100K,yes,8,1
7436,7/7/2019,male,267,blue,3,no preference,yes,>100K,yes,3,1
7437,7/7/2019,male,130,white,9,no preference,yes,Not Reported,yes,9,1
7438,7/7/2019,male,276,blue,7,specialty,yes,Not Reported,yes,7,1
7439,7/7/2019,male,220,blue,10,vanilla,yes,Not Reported,yes,10,1
7440,7/7/2019,male,147,black,5,no preference,yes,Not Reported,yes,7,0
7441,7/7/2019,female,175,red,5,vanilla,yes,<100K,yes,5,0
7442,7/7/2019,female,367,blue,0,swirl,yes,<100K,yes,7,1
7443,7/7/2019,male,200,blue,2,vanilla,yes,Not Reported,yes,6,1
7444,7/7/2019,male,189,silver,2,swirl,yes,>100K,yes,3,0
7445,7/7/2019,male,259,silver,3,specialty,yes,>100K,yes,3,1
7446,7/7/2019,male,125,black,7,chocolate,yes,Not Reported,yes,7,1
7447,7/7/2019,female,238,red,3,chocolate,yes,<100K,yes,7,1
7448,7/7/2019,male,359,blue,4,no preference,yes,Not Reported,yes,5,1
7449,7/7/2019,female,116,blue,5,vanilla,yes,<100K,yes,5,1
7450,7/7/2019,female,295,red,7,chocolate,yes,<100K,yes,7,1
7451,7/7/2019,female,242,black,8,specialty,yes,<100K,no,8,1
7452,7/7/2019,male,290,no preference,1,vanilla,yes,>100K,yes,3,1
7453,7/7/2019,male,216,black,9,no preference,yes,Not Reported,yes,9,1
7454,7/7/2019,male,201,blue,10,no preference,yes,Not Reported,no,10,1
7455,7/7/2019,female,160,silver,6,specialty,yes,<100K,yes,7,0
7456,7/7/2019,male,370,white,6,specialty,yes,>100K,yes,6,1
7457,7/7/2019,male,197,no preference,4,no preference,yes,Not Reported,yes,8,0
7458,7/7/2019,female,275,white,0,specialty,yes,<100K,no,6,1
7459,7/7/2019,female,202,red,8,chocolate,yes,<100K,yes,8,1
7460,7/7/2019,female,168,white,7,swirl,yes,<100K,yes,7,1
7461,7/7/2019,female,265,white,10,chocolate,yes,<100K,yes,10,1
7462,7/7/2019,male,143,blue,10,specialty,yes,Not Reported,no,10,1
7463,7/7/2019,female,217,black,9,chocolate,yes,<100K,yes,9,1
7464,7/7/2019,male,167,black,10,vanilla,yes,Not Reported,yes,10,1
7465,7/7/2019,male,400,red,9,no preference,yes,Not Reported,yes,9,1
7466,7/7/2019,female,254,red,8,specialty,yes,<100K,yes,8,1
7467,7/7/2019,male,102,black,7,vanilla,no,Not Reported,yes,7,1
7468,7/7/2019,male,263,blue,7,specialty,no,Not Reported,yes,7,1
7469,7/7/2019,male,122,blue,10,chocolate,yes,>100K,yes,10,1
7470,7/7/2019,female,347,white,2,specialty,yes,<100K,yes,7,1
7471,7/7/2019,male,249,blue,4,swirl,no,Not Reported,no,8,1
7472,7/7/2019,female,132,white,4,specialty,yes,<100K,yes,5,1
7473,7/7/2019,female,362,silver,0,no preference,yes,<100K,yes,7,1
7474,7/7/2019,male,323,blue,4,no preference,yes,Not Reported,yes,6,1
7475,7/7/2019,female,295,silver,5,no preference,yes,<100K,no,5,1
7476,7/7/2019,male,122,black,8,no preference,yes,Not Reported,no,8,1
7477,7/7/2019,male,137,silver,2,swirl,no,Not Reported,yes,4,1
7478,7/7/2019,female,142,black,8,swirl,yes,<100K,yes,8,1
7479,7/7/2019,female,220,no preference,7,specialty,yes,<100K,yes,7,0
7480,7/7/2019,female,382,blue,6,chocolate,yes,<100K,yes,8,1
7481,7/7/2019,male,305,silver,10,specialty,yes,Not Reported,no,10,1
7482,7/7/2019,female,283,blue,3,specialty,yes,<100K,no,4,1
7483,7/7/2019,male,315,no preference,0,no preference,yes,Not Reported,yes,7,0
7484,7/7/2019,female,180,silver,8,vanilla,yes,<100K,yes,8,1
7485,7/7/2019,female,103,red,2,no preference,yes,<100K,yes,4,0
7486,7/7/2019,male,169,black,6,specialty,yes,>100K,yes,6,1
7487,7/7/2019,male,146,blue,3,specialty,yes,Not Reported,no,6,0
7488,7/7/2019,female,385,white,2,no preference,yes,<100K,yes,2,1
7489,7/7/2019,male,257,white,6,no preference,yes,>100K,yes,6,1
7490,7/7/2019,male,227,red,6,vanilla,yes,Not Reported,no,8,1
7491,7/7/2019,female,150,red,1,swirl,yes,<100K,yes,4,1
7492,7/7/2019,male,261,silver,4,chocolate,yes,>100K,yes,4,1
7493,7/7/2019,male,197,white,2,no preference,yes,>100K,yes,3,0
7494,7/7/2019,male,232,silver,5,swirl,yes,Not Reported,no,5,1
7495,7/7/2019,male,380,red,0,swirl,yes,Not Reported,yes,6,1
7496,7/7/2019,male,333,silver,2,no preference,yes,Not Reported,no,7,1
7497,7/7/2019,male,243,silver,3,no preference,yes,>100K,yes,3,1
7498,7/7/2019,male,126,red,3,specialty,yes,Not Reported,yes,5,0
7499,7/7/2019,male,158,black,10,vanilla,yes,Not Reported,yes,10,1
7500,7/7/2019,male,237,red,3,specialty,yes,>100K,yes,3,1
7501,7/7/2019,male,113,red,0,vanilla,yes,Not Reported,no,8,1
7502,7/7/2019,female,260,red,8,specialty,yes,<100K,no,8,1
7503,7/7/2019,male,364,no preference,10,no preference,yes,Not Reported,no,10,0
7504,7/7/2019,male,264,blue,3,vanilla,yes,>100K,yes,3,1
7505,7/7/2019,male,210,no preference,7,vanilla,yes,Not Reported,no,7,0
7506,7/7/2019,male,192,black,9,no preference,yes,>100K,yes,9,1
7507,7/7/2019,female,382,silver,3,vanilla,yes,<100K,yes,7,1
7508,7/7/2019,male,388,white,6,chocolate,yes,>100K,yes,6,1
7509,7/7/2019,male,205,no preference,4,no preference,yes,>100K,yes,4,1
7510,7/7/2019,male,298,white,3,no preference,yes,>100K,yes,3,1
7511,7/7/2019,female,119,black,2,vanilla,yes,<100K,yes,2,0
7512,7/7/2019,male,100,blue,4,specialty,yes,>100K,yes,4,1
7513,7/7/2019,female,381,white,2,chocolate,yes,<100K,yes,2,1
7514,7/7/2019,male,386,no preference,6,swirl,yes,>100K,yes,6,1
7515,7/7/2019,male,360,blue,7,no preference,yes,>100K,yes,7,1
7516,7/7/2019,male,176,blue,6,vanilla,yes,Not Reported,yes,6,1
7517,7/7/2019,male,164,no preference,8,specialty,yes,Not Reported,yes,8,0
7518,7/7/2019,male,390,red,8,no preference,yes,>100K,yes,8,1
7519,7/7/2019,female,193,blue,5,no preference,yes,<100K,no,8,0
7520,7/7/2019,male,288,silver,2,swirl,yes,>100K,yes,2,1
7521,7/7/2019,male,213,red,5,specialty,yes,>100K,yes,5,1
7522,7/7/2019,female,152,red,6,swirl,yes,<100K,yes,6,0
7523,7/7/2019,female,145,red,8,specialty,yes,<100K,yes,8,1
7524,7/7/2019,male,274,no preference,0,specialty,yes,>100K,yes,1,1
7525,7/7/2019,female,308,black,7,vanilla,yes,<100K,yes,8,1
7526,7/7/2019,male,318,white,6,no preference,yes,Not Reported,yes,7,1
7527,7/7/2019,male,126,blue,1,no preference,yes,Not Reported,yes,8,0
7528,7/7/2019,male,322,white,3,vanilla,yes,Not Reported,yes,5,1
7529,7/7/2019,female,396,no preference,7,no preference,yes,<100K,yes,7,0
7530,7/7/2019,male,377,no preference,4,specialty,yes,Not Reported,yes,5,0
7531,7/7/2019,male,359,white,10,no preference,yes,>100K,yes,10,1
7532,7/7/2019,male,102,blue,1,swirl,yes,>100K,yes,3,1
7533,7/7/2019,female,131,silver,9,chocolate,yes,<100K,yes,9,1
7534,7/7/2019,female,132,silver,1,vanilla,yes,<100K,no,8,1
7535,7/7/2019,male,281,black,0,chocolate,yes,Not Reported,yes,6,1
7536,7/7/2019,male,139,blue,4,chocolate,yes,>100K,yes,4,1
7537,7/7/2019,male,225,red,7,specialty,yes,>100K,yes,7,1
7538,7/7/2019,female,329,blue,1,chocolate,yes,<100K,no,8,1
7539,7/7/2019,female,393,silver,6,swirl,yes,<100K,yes,6,1
7540,7/7/2019,male,178,silver,4,swirl,yes,>100K,yes,4,1
7541,7/7/2019,male,319,black,8,swirl,yes,>100K,yes,8,1
7542,7/7/2019,female,387,black,3,specialty,yes,<100K,yes,3,1
7543,7/7/2019,male,163,blue,2,swirl,yes,>100K,yes,2,1
7544,7/7/2019,male,231,white,4,vanilla,yes,Not Reported,no,8,1
7545,7/7/2019,male,392,black,3,no preference,yes,Not Reported,no,4,1
7546,7/7/2019,male,201,white,10,chocolate,yes,Not Reported,yes,10,1
7547,7/7/2019,female,375,silver,2,no preference,yes,<100K,no,7,1
7548,7/7/2019,male,320,no preference,9,no preference,yes,Not Reported,yes,9,0
7549,7/7/2019,male,294,black,3,swirl,yes,Not Reported,yes,6,1
7550,7/7/2019,male,211,silver,0,specialty,yes,>100K,yes,0,1
7551,7/7/2019,female,334,blue,10,vanilla,yes,<100K,yes,10,1
7552,7/7/2019,male,356,silver,9,chocolate,yes,Not Reported,yes,9,1
7553,7/7/2019,male,336,blue,5,vanilla,yes,>100K,yes,5,1
7554,7/7/2019,male,322,no preference,1,specialty,yes,Not Reported,yes,4,0
7555,7/7/2019,male,293,no preference,10,specialty,yes,Not Reported,yes,10,0
7556,7/7/2019,female,259,white,9,chocolate,yes,<100K,yes,9,1
7557,7/7/2019,female,338,white,7,no preference,yes,<100K,yes,7,1
7558,7/7/2019,female,163,blue,7,chocolate,yes,<100K,yes,7,1
7559,7/7/2019,female,317,no preference,9,specialty,yes,<100K,yes,9,0
7560,7/7/2019,male,183,blue,6,chocolate,yes,Not Reported,no,8,1
7561,7/7/2019,male,190,no preference,0,specialty,yes,>100K,yes,3,0
7562,7/7/2019,female,385,silver,6,swirl,yes,<100K,yes,6,1
7563,7/7/2019,female,230,blue,10,no preference,yes,<100K,yes,10,1
7564,7/7/2019,female,221,silver,1,vanilla,yes,<100K,yes,8,1
7565,7/7/2019,female,372,no preference,7,no preference,yes,<100K,yes,7,0
7566,7/7/2019,male,386,no preference,0,swirl,yes,Not Reported,yes,7,0
7567,7/7/2019,male,242,white,3,swirl,yes,>100K,yes,3,1
7568,7/7/2019,female,270,no preference,4,specialty,yes,<100K,yes,4,0
7569,7/7/2019,female,265,no preference,6,swirl,yes,<100K,yes,8,0
7570,7/7/2019,male,201,silver,9,no preference,yes,Not Reported,yes,9,1
7571,7/7/2019,male,139,blue,8,chocolate,yes,Not Reported,no,8,1
7572,7/7/2019,male,139,no preference,4,swirl,yes,Not Reported,yes,5,0
7573,7/7/2019,female,126,black,3,vanilla,yes,<100K,yes,3,1
7574,7/7/2019,male,327,black,2,swirl,yes,Not Reported,yes,7,1
7575,7/7/2019,male,299,silver,7,swirl,yes,Not Reported,yes,7,1
7576,7/7/2019,male,209,red,9,swirl,yes,Not Reported,yes,9,1
7577,7/7/2019,female,365,silver,8,no preference,yes,<100K,yes,8,1
7578,7/7/2019,male,241,silver,3,swirl,yes,Not Reported,yes,7,1
7579,7/7/2019,female,312,silver,1,swirl,yes,<100K,yes,3,1
7580,7/7/2019,female,282,no preference,5,specialty,yes,<100K,yes,7,0
7581,7/7/2019,male,214,white,10,chocolate,yes,>100K,yes,10,1
7582,7/7/2019,male,382,no preference,9,specialty,yes,Not Reported,yes,9,0
7583,7/7/2019,female,384,white,3,swirl,yes,<100K,no,5,1
7584,7/7/2019,female,284,red,0,specialty,yes,<100K,no,6,1
7585,7/7/2019,male,329,black,4,chocolate,yes,Not Reported,yes,6,1
7586,7/7/2019,male,289,blue,4,specialty,yes,Not Reported,yes,5,1
7587,7/7/2019,male,148,blue,8,no preference,yes,Not Reported,yes,8,1
7588,7/7/2019,male,361,white,4,no preference,yes,Not Reported,yes,5,1
7589,7/7/2019,male,159,silver,8,no preference,yes,>100K,yes,8,1
7590,7/7/2019,male,400,white,10,specialty,yes,Not Reported,yes,10,1
7591,7/7/2019,male,129,white,2,swirl,yes,Not Reported,yes,5,1
7592,7/7/2019,female,320,silver,10,chocolate,yes,<100K,yes,10,1
7593,7/7/2019,female,159,silver,2,chocolate,yes,<100K,no,6,1
7594,7/7/2019,male,190,white,3,swirl,yes,Not Reported,yes,6,0
7595,7/7/2019,male,199,no preference,2,swirl,yes,>100K,yes,2,1
7596,7/7/2019,male,400,white,2,vanilla,yes,Not Reported,yes,4,1
7597,7/7/2019,male,103,no preference,0,no preference,yes,Not Reported,yes,5,0
7598,7/7/2019,female,391,silver,0,vanilla,yes,<100K,no,5,1
7599,7/7/2019,female,350,blue,9,vanilla,yes,<100K,yes,9,1
7600,7/7/2019,male,177,blue,7,specialty,yes,>100K,yes,7,1
7601,7/7/2019,male,218,red,10,no preference,yes,Not Reported,yes,10,1
7602,7/7/2019,male,185,silver,8,specialty,yes,Not Reported,yes,8,1
7603,7/7/2019,male,123,white,2,chocolate,yes,Not Reported,yes,8,1
7604,7/7/2019,female,347,no preference,8,vanilla,yes,<100K,yes,8,0
7605,7/7/2019,female,389,white,10,no preference,yes,<100K,yes,10,1
7606,7/7/2019,female,342,no preference,3,swirl,yes,<100K,yes,3,0
7607,7/7/2019,male,277,blue,8,no preference,yes,Not Reported,yes,8,1
7608,7/7/2019,female,303,no preference,9,vanilla,yes,<100K,yes,9,0
7609,7/7/2019,male,245,blue,7,swirl,yes,>100K,yes,7,1
7610,7/7/2019,male,244,white,10,no preference,yes,Not Reported,no,10,1
7611,7/7/2019,male,149,red,3,swirl,yes,>100K,yes,3,0
7612,7/7/2019,male,296,silver,7,swirl,yes,Not Reported,yes,7,1
7613,7/7/2019,male,264,white,8,swirl,yes,>100K,yes,8,1
7614,7/7/2019,male,210,red,4,vanilla,yes,>100K,yes,4,1
7615,7/7/2019,male,113,red,9,no preference,yes,Not Reported,no,9,1
7616,7/7/2019,female,251,blue,10,swirl,yes,<100K,yes,10,1
7617,7/7/2019,male,226,no preference,4,no preference,yes,Not Reported,no,6,0
7618,7/7/2019,male,309,black,8,no preference,yes,>100K,yes,8,1
7619,7/7/2019,female,303,red,3,vanilla,yes,<100K,no,5,1
7620,7/7/2019,male,247,blue,5,chocolate,yes,Not Reported,no,5,1
7621,7/7/2019,male,100,red,10,chocolate,yes,Not Reported,yes,10,1
7622,7/7/2019,male,193,blue,8,no preference,yes,Not Reported,no,8,1
7623,7/7/2019,male,188,silver,0,chocolate,yes,>100K,yes,3,1
7624,7/7/2019,male,185,no preference,2,no preference,yes,Not Reported,no,4,0
7625,7/7/2019,male,142,no preference,2,no preference,yes,Not Reported,no,5,0
7626,7/7/2019,female,359,white,2,specialty,yes,<100K,yes,2,1
7627,7/7/2019,male,147,black,6,no preference,yes,Not Reported,yes,6,0
7628,7/7/2019,male,328,white,5,vanilla,yes,>100K,yes,5,1
7629,7/7/2019,male,157,silver,7,vanilla,yes,Not Reported,no,7,0
7630,7/7/2019,female,146,blue,10,vanilla,yes,<100K,yes,10,1
7631,7/7/2019,male,221,no preference,2,swirl,yes,Not Reported,no,5,0
7632,7/7/2019,female,335,black,2,vanilla,yes,<100K,yes,6,1
7633,7/7/2019,male,343,white,6,vanilla,yes,>100K,yes,6,1
7634,7/7/2019,male,209,black,10,no preference,yes,Not Reported,yes,10,1
7635,7/7/2019,male,286,blue,7,no preference,yes,>100K,yes,7,1
7636,7/7/2019,male,269,white,10,chocolate,yes,Not Reported,yes,10,1
7637,7/7/2019,male,328,no preference,1,no preference,yes,Not Reported,no,8,0
7638,7/7/2019,female,148,blue,2,vanilla,yes,<100K,yes,7,1
7639,7/7/2019,male,152,no preference,3,vanilla,yes,>100K,yes,3,1
7640,7/7/2019,male,239,white,9,specialty,yes,>100K,yes,9,1
7641,7/7/2019,male,164,black,9,vanilla,yes,>100K,yes,9,1
7642,7/7/2019,female,399,silver,5,no preference,yes,<100K,yes,5,1
7643,7/7/2019,male,151,blue,6,no preference,yes,Not Reported,yes,8,0
7644,7/7/2019,male,368,black,8,vanilla,yes,Not Reported,yes,8,1
7645,7/7/2019,male,269,silver,9,chocolate,yes,>100K,yes,9,1
7646,7/7/2019,male,242,no preference,4,swirl,yes,Not Reported,yes,6,0
7647,7/7/2019,female,165,black,3,swirl,yes,<100K,no,8,1
7648,7/7/2019,male,117,blue,3,vanilla,yes,>100K,yes,3,1
7649,7/7/2019,female,298,white,8,chocolate,yes,<100K,yes,8,1
7650,7/7/2019,female,285,red,7,swirl,yes,<100K,no,7,1
7651,7/7/2019,female,304,red,1,vanilla,yes,<100K,no,8,1
7652,7/7/2019,male,336,no preference,2,swirl,yes,Not Reported,no,6,0
7653,7/7/2019,male,390,red,9,specialty,yes,Not Reported,no,9,1
7654,7/7/2019,male,187,no preference,7,swirl,yes,Not Reported,yes,7,0
7655,7/7/2019,male,299,silver,5,specialty,yes,>100K,yes,5,1
7656,7/7/2019,female,366,white,0,chocolate,yes,<100K,yes,4,1
7657,7/7/2019,female,220,red,6,vanilla,yes,<100K,no,7,1
7658,7/7/2019,male,241,silver,1,no preference,yes,Not Reported,yes,6,1
7659,7/7/2019,female,210,blue,2,specialty,yes,<100K,yes,7,1
7660,7/7/2019,female,191,black,10,chocolate,yes,<100K,yes,10,1
